msm.new.ref.locus.tag,msm.locus.tag,mtb.locus.tag,mtb.gene.name,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,evalue,bits
LJ00_RS07785,MSMEG_1577,Rv3422c,NA,0.718,149,42,0,7,155,20,1.48E-67,221
LJ00_RS31315,MSMEG_6400,Rv3805c,aftB,0.718,636,175,0,17,652,2,8.88E-304,966
LJ00_RS31430,MSMEG_6422,Rv3841,bfrB,0.718,181,51,0,1,181,1,1.07E-83,269
LJ00_RS28215,MSMEG_5767,Rv0826,NA,0.717,351,95,0,1,335,1,2.42E-177,548
LJ00_RS18750,MSMEG_3817,Rv1632c,NA,0.717,145,41,0,23,167,1,1.84E-71,233
LJ00_RS17975,MSMEG_3657,Rv1817,NA,0.717,495,136,0,3,497,4,3.87E-244,750
LJ00_RS09530,MSMEG_1930,Rv3211,rhlE,0.717,518,141,0,1,498,1,5.76E-232,715
LJ00_RS30610,MSMEG_6255,Rv3707c,NA,0.717,333,94,0,24,355,1,1.83E-172,535
LJ00_RS17020,MSMEG_3459,Rv3737,NA,0.717,524,146,0,1,524,1,6.53E-234,722
LJ00_RS00165,MSMEG_0033,Rv0018c,pstP,0.716,512,145,0,1,512,4,8.94E-232,715
LJ00_RS01445,MSMEG_0290,Rv0221,NA,0.716,472,133,0,1,472,1,4.40E-229,705
LJ00_RS26535,MSMEG_5431,Rv1015c,rplY,0.716,215,60,0,1,215,1,4.36E-93,298
LJ00_RS32075,MSMEG_6554,Rv1348,irtA,0.716,857,243,0,1,856,1,0,1266
LJ00_RS19055,MSMEG_3879,Rv2073c,NA,0.716,247,70,0,6,252,3,1.64E-113,359
LJ00_RS13230,MSMEG_2694,Rv2745c,clgR,0.716,112,32,0,1,112,1,5.78E-41,142
LJ00_RS12855,MSMEG_2615,Rv2850c,NA,0.716,623,175,0,6,621,4,5.57E-286,878
LJ00_RS07535,MSMEG_1527,Rv3455c,truA,0.716,254,72,0,32,285,2,1.00E-120,382
LJ00_RS31275,MSMEG_6392,Rv3800c,pks13,0.716,1832,491,0,8,1839,2,0,2608
LJ00_RS29640,MSMEG_6059,Rv3269,NA,0.715,88,25,0,7,94,7,1.02E-34,123
LJ00_RS00635,MSMEG_0127,Rv0162c,adhE1,0.715,365,102,0,3,362,15,2.99E-170,529
LJ00_RS04505,MSMEG_0913,Rv0469,umaA,0.715,285,81,0,6,290,2,3.16E-142,444
LJ00_RS00325,MSMEG_0066,Rv3875,esxA,0.715,95,27,0,1,95,1,1.29E-40,140
LJ00_RS04075,MSMEG_0825,Rv0422c,thiD,0.714,263,75,0,12,274,2,1.76E-125,395
LJ00_RS18505,MSMEG_3767,Rv1683,NA,0.714,989,282,0,1,986,4,0,1478
LJ00_RS31235,MSMEG_6384,Rv1908c,katG,0.714,737,209,0,8,738,3,0,1105
LJ00_RS08995,MSMEG_1824,Rv3267,NA,0.714,491,138,0,7,497,15,3.23E-227,701
LJ00_RS12010,MSMEG_2444,Rv2054,NA,0.713,234,67,0,2,235,3,4.55E-120,377
LJ00_RS12845,MSMEG_2613,Rv2852c,mqo,0.713,474,135,0,1,473,17,6.57E-233,717
LJ00_RS11995,MSMEG_2441,Rv2903c,lepB,0.713,278,74,0,9,286,33,1.83E-130,410
LJ00_RS11675,MSMEG_2377,Rv2997,NA,0.713,468,134,0,1,468,1,9.77E-230,707
LJ00_RS04550,MSMEG_0922,Rv0478,deoC,0.712,219,62,0,5,223,6,1.66E-92,297
LJ00_RS10065,MSMEG_2043,Rv3167c,NA,0.712,198,57,0,1,198,1,7.81E-89,285
LJ00_RS03685,MSMEG_0747,Rv0372c,NA,0.711,238,68,0,1,238,1,7.14E-108,342
LJ00_RS26845,MSMEG_5493,Rv0973c,accA2,0.711,656,186,0,2,644,3,2.24E-304,941
LJ00_RS28205,MSMEG_5765,Rv1542c,glbN,0.711,118,34,0,3,120,14,2.18E-55,184
LJ00_RS08255,MSMEG_1671,Rv3317,sdhD,0.711,142,41,0,15,156,3,1.94E-73,238
LJ00_RS01120,MSMEG_0225,Rv0676c,mmpL5,0.71,950,275,0,6,955,8,0,1409
LJ00_RS28720,MSMEG_5870,Rv0758,phoR,0.71,469,135,0,7,475,6,2.94E-210,651
LJ00_RS28620,MSMEG_5851,Rv0774c,NA,0.71,300,85,0,1,295,2,2.81E-138,433
LJ00_RS25805,MSMEG_5278,Rv1069c,NA,0.71,574,165,0,4,573,8,9.94E-281,860
LJ00_RS22980,MSMEG_4704,Rv2483c,plsC,0.71,512,147,0,1,508,20,4.04E-248,762
LJ00_RS23185,MSMEG_4745,Rv2518c,ldtB,0.71,383,111,0,1,383,24,7.05E-198,610
LJ00_RS05165,MSMEG_1047,Rv3040c,NA,0.71,269,76,0,5,267,11,3.12E-125,394
LJ00_RS05165,MSMEG_2327,Rv3040c,NA,0.71,269,76,0,5,267,11,3.12E-125,394
LJ00_RS11430,MSMEG_2327,Rv3040c,NA,0.71,269,76,0,5,267,11,3.12E-125,394
LJ00_RS11430,MSMEG_1047,Rv3040c,NA,0.71,269,76,0,5,267,11,3.12E-125,394
LJ00_RS10135,MSMEG_2057,Rv3151,nuoG,0.71,792,226,0,14,794,15,0,1144
LJ00_RS09655,MSMEG_1958,Rv3194c,NA,0.71,342,98,0,1,342,1,7.66E-158,492
LJ00_RS07790,MSMEG_1578,Rv3421c,NA,0.71,207,58,0,4,210,8,1.12E-90,291
LJ00_RS31010,MSMEG_6337,Rv3761c,fadE36,0.71,346,97,0,1,336,1,5.60E-159,495
LJ00_RS27810,MSMEG_5686,Rv0882,NA,0.709,86,25,0,3,88,6,2.36E-40,139
LJ00_RS15905,MSMEG_3234,Rv1624c,NA,0.709,179,52,0,7,185,17,4.46E-85,274
LJ00_RS17275,MSMEG_3512,Rv1901,cinA,0.709,424,123,0,1,424,3,1.91E-198,614
LJ00_RS22145,MSMEG_4528,Rv2392,cysH,0.709,251,68,0,3,236,4,1.11E-118,373
LJ00_RS30260,MSMEG_6185,Rv3672c,NA,0.709,255,71,0,3,247,12,1.95E-116,368
LJ00_RS06615,MSMEG_1340,Rv0635,hadA,0.708,158,46,0,1,158,1,3.91E-75,243
LJ00_RS28615,MSMEG_5850,Rv0775,NA,0.708,206,60,0,2,207,1,2.38E-88,284
LJ00_RS27335,MSMEG_5591,Rv0923c,NA,0.708,350,101,0,2,347,5,2.00E-169,526
LJ00_RS25850,MSMEG_5286,Rv1059,NA,0.708,350,101,0,1,348,3,6.58E-172,533
LJ00_RS14995,MSMEG_3048,Rv1385,pyrF,0.708,276,79,0,1,276,1,2.32E-121,383
LJ00_RS15510,MSMEG_3154,Rv1487,NA,0.708,144,42,0,1,144,1,3.90E-60,199
LJ00_RS19050,MSMEG_3878,Rv2072c,cobL,0.708,391,113,0,3,393,1,9.87E-181,561
LJ00_RS15130,MSMEG_3076,Rv2394,ggtB,0.708,634,183,0,1,634,15,1.44E-304,938
LJ00_RS14575,MSMEG_2964,Rv2584c,apt,0.708,168,49,0,10,177,53,3.82E-69,227
LJ00_RS30725,MSMEG_6280,Rv3716c,NA,0.708,118,32,0,1,110,1,2.60E-48,163
LJ00_RS16925,MSMEG_3440,Rv0069c,sdaA,0.707,462,135,0,1,462,1,6.86E-210,649
LJ00_RS04530,MSMEG_0918,Rv0474,NA,0.707,140,40,0,1,136,1,1.06E-56,189
LJ00_RS26445,MSMEG_5413,Rv1026,NA,0.707,314,91,0,5,314,5,1.33E-137,432
LJ00_RS22085,MSMEG_4516,Rv2384,mbtA,0.707,537,157,0,2,537,17,4.06E-254,781
LJ00_RS08580,MSMEG_1737,Rv3300c,NA,0.707,277,80,0,17,290,13,7.64E-124,391
LJ00_RS29740,MSMEG_6079,Rv3585,radA,0.707,455,132,0,7,461,5,2.58E-205,636
LJ00_RS00595,MSMEG_0119,Rv0157A,NA,0.707,41,10,0,1,36,2,8.82E-17,68
LJ00_RS01785,MSMEG_0359,Rv0236c,aftD,0.706,1387,405,0,1,1387,11,0,2019
LJ00_RS15720,MSMEG_3197,Rv1592c,NA,0.706,439,128,0,7,443,8,1.22E-211,653
LJ00_RS20755,MSMEG_4235,Rv2165c,NA,0.706,320,93,0,8,324,64,1.45E-142,447
LJ00_RS22985,MSMEG_4705,Rv2484c,NA,0.706,470,137,0,12,479,10,1.17E-225,696
LJ00_RS12675,MSMEG_2579,Rv2869c,rip,0.706,406,118,0,1,406,1,3.10E-191,592
LJ00_RS30040,MSMEG_6140,Rv3630,NA,0.706,417,122,0,4,420,12,8.99E-189,586
LJ00_RS00665,MSMEG_0133,Rv0168,yrbE1B,0.705,289,85,0,1,289,1,1.16E-135,425
LJ00_RS18495,MSMEG_3764,Rv1684,NA,0.705,67,19,0,1,65,1,3.94E-25,94
LJ00_RS21165,MSMEG_4320,Rv2238c,ahpE,0.705,156,45,0,1,156,1,4.31E-73,237
LJ00_RS22930,MSMEG_4694,Rv2469c,NA,0.705,222,63,0,1,214,1,3.32E-104,330
LJ00_RS22940,MSMEG_4696,Rv2471,aglA,0.705,516,150,0,4,512,31,3.69E-260,797
LJ00_RS13410,MSMEG_2731,Rv2731,NA,0.705,449,130,0,1,441,1,5.75E-211,651
LJ00_RS30250,MSMEG_6184,Rv3670,ephE,0.705,323,92,0,1,314,1,2.85E-156,486
LJ00_RS31005,MSMEG_6336,Rv3760,NA,0.705,100,29,0,21,120,2,4.79E-39,137
LJ00_RS09635,MSMEG_1953,Rv3197A,whiB7,0.705,85,25,0,12,96,6,9.34E-40,138
LJ00_RS33770,MSMEG_6899,Rv0051,NA,0.704,549,159,0,1,538,1,6.93E-265,813
LJ00_RS31680,MSMEG_6474,Rv0139,NA,0.704,327,96,0,5,331,6,1.57E-148,465
LJ00_RS25020,MSMEG_5120,Rv1186c,NA,0.704,533,155,0,1,523,1,3.86E-239,737
LJ00_RS15785,MSMEG_3210,Rv1604,impA,0.704,261,77,0,15,275,10,1.14E-120,381
LJ00_RS18905,MSMEG_3848,Rv2045c,lipT,0.704,500,148,0,1,500,11,1.52E-247,760
LJ00_RS21830,MSMEG_4463,Rv2314c,NA,0.704,457,134,0,1,453,1,1.59E-213,659
LJ00_RS10130,MSMEG_2056,Rv3152,nuoH,0.704,407,118,0,7,406,2,2.37E-195,604
LJ00_RS24740,MSMEG_5061,Rv1235,lpqY,0.703,452,134,0,1,452,17,8.93E-220,677
LJ00_RS17740,MSMEG_3608,Rv1867,NA,0.703,488,144,0,5,489,6,2.37E-227,701
LJ00_RS01240,MSMEG_0249,Rv0205,NA,0.702,349,104,0,8,356,7,7.96E-158,494
LJ00_RS10060,MSMEG_2042,Rv3168,NA,0.702,377,112,0,1,377,1,1.27E-187,580
LJ00_RS08230,MSMEG_1666,Rv3328c,sigJ,0.702,292,86,0,9,297,5,2.27E-135,425
LJ00_RS07285,MSMEG_1476,Rv0724,sppA,0.701,599,177,0,1,593,24,1.55E-284,872
LJ00_RS24785,MSMEG_5070,Rv1223,htrA,0.701,489,144,0,10,493,38,2.58E-221,684
LJ00_RS13445,MSMEG_2738,Rv1442,bisC,0.701,759,225,0,6,757,5,0,1152
LJ00_RS15350,MSMEG_3121,Rv1460,NA,0.701,253,72,0,3,255,12,9.73E-109,347
LJ00_RS18245,MSMEG_3714,Rv1728c,NA,0.701,210,61,0,6,211,40,5.29E-100,318
LJ00_RS21110,MSMEG_4308,Rv2232,ptkA,0.701,218,65,0,13,230,74,9.08E-101,321
LJ00_RS11895,MSMEG_2421,Rv2923c,NA,0.701,134,40,0,1,134,1,6.25E-61,201
LJ00_RS29760,MSMEG_6083,Rv3589,mutY,0.701,288,85,0,3,287,16,8.21E-133,417
LJ00_RS31370,MSMEG_6411,Rv3819,NA,0.701,104,30,0,6,108,3,8.67E-44,150
LJ00_RS00145,MSMEG_0028,Rv0014c,pknB,0.7,624,187,0,1,623,1,2.11E-287,882
LJ00_RS03510,MSMEG_0713,Rv0353,hspR,0.7,120,33,0,5,114,6,8.85E-48,162
LJ00_RS17170,MSMEG_3490,Rv0517,NA,0.7,399,118,0,5,397,35,1.67E-188,584
LJ00_RS05265,MSMEG_1067,Rv0546c,NA,0.7,127,36,0,1,122,1,4.83E-56,186
LJ00_RS32130,MSMEG_6565,Rv0730,NA,0.7,220,66,0,1,220,15,3.43E-99,316
LJ00_RS19100,MSMEG_3888,Rv2095c,pafC,0.7,314,93,0,1,314,1,1.88E-144,452
LJ00_RS20550,MSMEG_4193,Rv2135c,NA,0.7,236,67,0,1,223,1,3.45E-108,342
LJ00_RS06980,MSMEG_1414,Rv2323c,NA,0.7,257,77,0,1,257,46,4.87E-121,381
LJ00_RS21865,MSMEG_4470,Rv2326c,NA,0.7,668,200,0,6,671,21,2.98E-301,925
LJ00_RS23050,MSMEG_4718,Rv2506,NA,0.7,197,59,0,3,199,15,1.19E-83,270
LJ00_RS09555,MSMEG_1936,Rv3207c,NA,0.7,286,85,0,58,343,1,1.01E-137,434
LJ00_RS29905,MSMEG_6112,Rv3626c,NA,0.7,352,103,0,6,357,7,5.62E-160,499
LJ00_RS15430,MSMEG_3138,Rv1471,trxB1,0.7,120,35,0,1,120,1,2.51E-55,184
LJ00_RS31230,MSMEG_6383,Rv1909c,furA,0.699,153,44,0,1,153,1,5.01E-70,228
LJ00_RS17050,MSMEG_3465,Rv1925,fadD31,0.699,620,186,0,1,619,1,2.53E-291,893
LJ00_RS07540,MSMEG_1526,Rv2301,cut2,0.699,213,63,0,21,230,17,4.48E-100,319
LJ00_RS05795,MSMEG_1173,Rv2642,NA,0.699,113,33,0,1,113,1,1.30E-45,156
LJ00_RS13675,MSMEG_2785,Rv2673,aftC,0.699,429,128,0,1,425,1,5.75E-205,633
LJ00_RS13205,MSMEG_2688,Rv2749,NA,0.699,103,31,0,1,103,1,2.93E-44,151
LJ00_RS30440,MSMEG_6221,Rv3694c,NA,0.699,329,99,0,1,329,1,6.91E-162,503
LJ00_RS28685,MSMEG_5864,Rv0763c,NA,0.698,63,19,0,4,66,3,3.20E-26,97
LJ00_RS24475,MSMEG_5007,Rv1274,lprB,0.698,178,53,0,19,196,9,2.80E-80,260
LJ00_RS19040,MSMEG_3875,Rv2070c,cobK,0.698,242,72,0,2,243,3,7.79E-110,348
LJ00_RS20785,MSMEG_4241,Rv2174,mptA,0.698,500,149,0,4,496,3,7.19E-240,738
LJ00_RS22635,MSMEG_4632,Rv2449c,NA,0.698,414,125,0,2,415,4,2.18E-191,593
LJ00_RS22920,MSMEG_4692,Rv2468c,NA,0.698,156,46,0,1,156,13,3.29E-68,223
LJ00_RS11350,MSMEG_1030,Rv3049c,NA,0.698,491,147,0,4,490,16,2.27E-241,742
LJ00_RS05075,MSMEG_2310,Rv3049c,NA,0.698,491,147,0,4,490,16,2.27E-241,742
LJ00_RS11350,MSMEG_2310,Rv3049c,NA,0.698,491,147,0,4,490,16,2.27E-241,742
LJ00_RS05075,MSMEG_1030,Rv3049c,NA,0.698,491,147,0,4,490,16,2.27E-241,742
LJ00_RS10105,MSMEG_2051,Rv3157,nuoM,0.698,544,159,0,2,528,1,6.05E-254,780
LJ00_RS09600,MSMEG_1945,Rv3200c,NA,0.698,351,104,0,8,358,6,5.88E-154,482
LJ00_RS28350,MSMEG_5795,Rv0812,NA,0.698,289,87,0,7,295,1,2.62E-129,407
LJ00_RS03790,MSMEG_0768,Rv0390,NA,0.697,139,41,0,1,135,1,8.19E-65,212
LJ00_RS05300,MSMEG_1073,Rv0547c,NA,0.697,291,88,0,1,291,1,1.34E-132,417
LJ00_RS14955,MSMEG_3040,Rv1367c,NA,0.697,377,114,0,25,400,1,8.27E-177,550
LJ00_RS15095,MSMEG_3069,Rv1410c,NA,0.697,509,154,0,10,518,2,1.02E-229,712
LJ00_RS08205,MSMEG_1661,Rv3330,dacB1,0.697,379,114,0,3,378,27,1.84E-174,542
LJ00_RS29830,MSMEG_6097,Rv3602c,panC,0.697,314,93,0,1,314,1,3.54E-135,425
LJ00_RS29900,MSMEG_6111,Rv3625c,mesJ,0.697,323,97,0,1,322,1,4.22E-137,431
LJ00_RS31405,MSMEG_6418,Rv3838c,pheA,0.697,306,92,0,1,306,1,3.55E-133,419
LJ00_RS33470,MSMEG_6837,Rv2579,dhaA,0.697,293,88,0,3,295,5,7.42E-143,447
LJ00_RS03130,MSMEG_0635,Rv0309,NA,0.696,218,66,0,1,217,1,1.88E-103,328
LJ00_RS06545,MSMEG_1325,Rv0629c,recD,0.696,559,167,0,3,553,15,1.97E-243,751
LJ00_RS24205,MSMEG_4954,Rv1297,rho,0.696,664,183,0,1,664,1,1.13E-277,856
LJ00_RS15085,MSMEG_3067,Rv1409,ribG,0.696,330,100,0,2,331,8,8.66E-161,500
LJ00_RS18620,MSMEG_3790,Rv1644,tsnR,0.696,252,76,0,1,252,9,3.74E-104,332
LJ00_RS34400,MSMEG_3754,Rv1691,NA,0.696,244,73,0,37,280,4,1.46E-102,329
LJ00_RS01715,MSMEG_0345,Rv1965,yrbE3B,0.696,260,79,0,12,271,11,2.12E-120,380
LJ00_RS21355,MSMEG_4361,Rv2302,NA,0.696,79,24,0,1,79,1,5.76E-34,120
LJ00_RS27755,MSMEG_5675,Rv2607,pdxH,0.696,226,67,0,5,230,3,1.53E-103,329
LJ00_RS12120,MSMEG_2466,Rv0400c,fadE7,0.695,384,117,0,17,399,12,3.90E-176,548
LJ00_RS27780,MSMEG_5680,Rv0887c,NA,0.695,148,45,0,1,148,1,1.12E-68,224
LJ00_RS15735,MSMEG_3200,Rv1595,nadB,0.695,522,157,0,15,531,6,1.01E-230,713
LJ00_RS21255,MSMEG_4338,Rv2258c,NA,0.695,348,106,0,22,369,6,3.44E-163,509
LJ00_RS13525,MSMEG_2755,Rv2707,NA,0.695,319,96,0,10,328,8,5.95E-146,457
LJ00_RS30975,MSMEG_6330,Rv3754,tyrA,0.695,299,91,0,14,312,1,2.50E-130,411
LJ00_RS30980,MSMEG_6329,Rv3755c,NA,0.695,187,56,0,16,200,13,2.10E-85,275
LJ00_RS31285,MSMEG_6394,Rv3802c,NA,0.695,336,102,0,1,336,1,1.04E-160,500
LJ00_RS16910,MSMEG_3436,Rv0366c,NA,0.694,190,58,0,1,190,1,7.22E-85,273
LJ00_RS25835,MSMEG_5284,Rv1063c,NA,0.694,333,101,0,2,334,16,1.44E-146,459
LJ00_RS25300,MSMEG_5175,Rv1151c,NA,0.694,236,72,0,1,236,1,7.23E-117,368
LJ00_RS14535,MSMEG_2956,Rv2590,fadD9,0.694,1164,355,0,7,1168,5,0,1644
LJ00_RS24045,MSMEG_4921,Rv1322A,NA,0.694,154,46,0,1,154,2,1.34E-69,227
LJ00_RS01235,MSMEG_0248,Rv0204c,NA,0.693,373,111,0,1,363,1,2.99E-170,529
LJ00_RS05480,MSMEG_1110,Rv0556,NA,0.693,150,46,0,13,162,10,3.45E-62,206
LJ00_RS24480,MSMEG_5008,Rv1273c,NA,0.693,576,176,0,1,574,1,3.72E-266,818
LJ00_RS17880,MSMEG_3637,Rv1842c,NA,0.693,450,137,0,5,454,2,6.26E-199,617
LJ00_RS18945,MSMEG_3857,Rv2049c,NA,0.693,62,19,0,56,117,9,3.97E-23,91
LJ00_RS18890,MSMEG_3845,RV1984a,NA,0.693,75,23,0,1,75,1,1.54E-29,107
LJ00_RS04255,MSMEG_0862,Rv0438c,moeA2,0.693,405,121,0,1,395,1,1.35E-177,552
LJ00_RS00785,MSMEG_0157,Rv0118c,oxcA,0.692,564,171,0,20,576,12,1.73E-256,790
LJ00_RS27555,MSMEG_5634,Rv0910,NA,0.692,143,44,0,1,143,1,9.29E-69,224
LJ00_RS25315,MSMEG_5178,Rv1146,NA,0.692,439,131,0,315,741,1,1.83E-188,602
LJ00_RS24080,MSMEG_4928,Rv1316c,ogt,0.692,156,47,0,8,163,5,1.05E-67,222
LJ00_RS20835,MSMEG_4251,Rv2185c,TB16.3,0.692,143,44,0,1,143,1,1.03E-66,218
LJ00_RS10515,MSMEG_2134,Rv3070,NA,0.692,117,36,0,1,117,7,3.58E-50,169
LJ00_RS02780,MSMEG_0562,Rv3092c,NA,0.692,309,91,0,1,309,1,8.57E-132,416
LJ00_RS10165,MSMEG_2063,Rv3145,nuoA,0.692,128,37,0,1,122,1,5.09E-55,183
LJ00_RS30510,MSMEG_6235,Rv3699,NA,0.692,231,68,0,1,222,1,9.24E-106,335
LJ00_RS26405,MSMEG_5405,Rv3744,nmtR,0.692,114,35,0,1,114,1,7.30E-49,165
LJ00_RS23935,MSMEG_4900,Rv1342c,NA,0.692,114,34,0,4,114,7,3.84E-54,180
LJ00_RS24780,MSMEG_5069,Rv1224,tatB,0.691,132,40,0,1,132,1,8.12E-55,183
LJ00_RS17885,MSMEG_3638,Rv1841c,NA,0.691,357,104,0,7,363,7,1.56E-151,475
LJ00_RS09935,MSMEG_2015,Rv1858,modB,0.691,254,78,0,15,268,7,1.07E-109,349
LJ00_RS11585,MSMEG_2359,Rv3015c,NA,0.691,337,104,0,1,336,1,1.87E-153,479
LJ00_RS28860,MSMEG_5899,Rv3498c,mce4B,0.691,340,104,0,2,341,9,1.70E-158,494
LJ00_RS29750,MSMEG_6081,Rv3587c,NA,0.691,263,80,0,1,261,1,4.34E-116,367
LJ00_RS00695,MSMEG_0139,Rv0174,mce1F,0.69,517,159,0,2,518,1,2.38E-241,743
LJ00_RS01200,MSMEG_0241,Rv0202c,mmpL11,0.69,966,295,0,1,954,1,0,1311
LJ00_RS01540,MSMEG_0309,Rv0223c,NA,0.69,482,149,0,11,492,4,1.17E-228,705
LJ00_RS04275,MSMEG_0867,Rv1225c,NA,0.69,265,82,0,6,270,11,4.94E-119,376
LJ00_RS05545,MSMEG_1124,Rv2007c,fdxA,0.69,110,34,0,1,110,1,2.11E-52,175
LJ00_RS21120,MSMEG_4311,Rv2235,NA,0.69,277,84,0,1,277,1,9.10E-124,390
LJ00_RS22835,MSMEG_4674,Rv2462c,tig,0.69,466,143,0,1,466,1,2.26E-208,645
LJ00_RS10265,MSMEG_2083,Rv3137,NA,0.69,254,78,0,6,257,4,3.97E-116,367
LJ00_RS08680,MSMEG_1761,Rv0235c,NA,0.689,474,147,0,1,474,1,1.16E-240,739
LJ00_RS04580,MSMEG_0928,Rv0482,murB,0.689,359,110,0,7,360,11,9.57E-157,490
LJ00_RS04615,MSMEG_0936,Rv0490,senX3,0.689,393,121,0,1,393,1,2.62E-170,531
LJ00_RS27885,MSMEG_5702,Rv0865,mog,0.689,158,49,0,2,159,3,6.61E-70,228
LJ00_RS27240,MSMEG_5570,Rv0938,ligD,0.689,753,233,0,5,755,7,0,1113
LJ00_RS17790,MSMEG_3619,Rv1856c,NA,0.689,219,68,0,3,221,4,3.93E-98,313
LJ00_RS09585,MSMEG_1943,Rv3201c,NA,0.689,1084,332,0,3,1072,8,0,1482
LJ00_RS30330,MSMEG_6199,Rv3681c,whiB4,0.689,116,35,0,1,116,1,1.54E-49,167
LJ00_RS00250,MSMEG_0051,Rv3862c,whiB6,0.689,87,27,0,1,87,21,3.15E-40,139
LJ00_RS00280,MSMEG_0057,Rv3866,espG1,0.689,279,86,0,1,279,1,9.48E-126,396
LJ00_RS07010,MSMEG_1420,Rv0691c,NA,0.688,196,61,0,1,196,1,1.14E-83,270
LJ00_RS28990,MSMEG_5927,Rv3527,NA,0.688,135,42,0,13,147,9,1.99E-57,192
LJ00_RS29845,MSMEG_6100,Rv3605c,NA,0.688,154,48,0,1,154,1,6.32E-70,228
LJ00_RS32180,MSMEG_6575,Rv3775,lipE,0.688,405,126,0,3,407,6,4.21E-198,612
LJ00_RS09510,MSMEG_1926,Rv3214,gpm2,0.688,199,62,0,1,199,1,1.14E-93,299
LJ00_RS03400,MSMEG_0690,Rv0338c,NA,0.687,920,271,0,1,920,15,0,1281
LJ00_RS03735,MSMEG_0756,Rv0359,NA,0.687,253,79,0,7,259,7,4.43E-123,387
LJ00_RS28650,MSMEG_5857,Rv0770,NA,0.687,278,86,0,5,279,9,1.63E-120,381
LJ00_RS20740,MSMEG_4232,Rv2158c,murE,0.687,507,158,0,5,511,26,1.26E-222,689
LJ00_RS13260,MSMEG_2700,Rv2738c,NA,0.687,64,20,0,1,64,5,2.75E-26,97
LJ00_RS31305,MSMEG_6398,Rv3804c,fbpA,0.687,333,103,0,1,333,1,1.04E-159,497
LJ00_RS04070,MSMEG_0824,Rv0421c,NA,0.686,201,62,0,12,211,3,1.96E-93,299
LJ00_RS06625,MSMEG_1342,Rv0637,hadC,0.686,166,52,0,1,166,1,6.50E-75,243
LJ00_RS24430,MSMEG_4999,Rv1280c,oppA,0.686,544,170,0,1,543,47,1.03E-254,783
LJ00_RS20990,MSMEG_4284,Rv2216,NA,0.686,297,93,0,1,297,1,4.21E-136,427
LJ00_RS11565,MSMEG_2355,Rv3027c,NA,0.686,280,86,0,1,276,1,2.02E-123,389
LJ00_RS35570,MSMEG_0976,Rv0530A,NA,0.686,51,16,0,1,51,1,2.89E-21,82
LJ00_RS04925,MSMEG_0999,Rv0541c,NA,0.685,454,141,0,1,454,1,1.52E-205,636
LJ00_RS10285,MSMEG_2087,Rv3104c,NA,0.685,302,95,0,5,305,2,7.18E-133,419
LJ00_RS31245,MSMEG_6386,Rv3792,aftA,0.685,611,192,0,8,617,29,1.54E-282,868
LJ00_RS11900,MSMEG_2422,Rv2922A,acyP,0.685,89,28,0,10,98,5,8.17E-39,135
LJ00_RS31635,MSMEG_6465,Rv0143c,NA,0.684,450,142,0,9,458,32,6.87E-208,643
LJ00_RS18975,MSMEG_3863,Rv2061c,NA,0.684,130,40,0,1,127,1,3.67E-54,181
LJ00_RS21855,MSMEG_4468,Rv2318,uspC,0.684,436,135,0,2,430,5,2.18E-198,614
LJ00_RS29425,MSMEG_6016,Rv3564,fadE33,0.684,311,97,0,3,311,5,1.40E-135,426
LJ00_RS30290,MSMEG_6191,Rv3678c,NA,0.684,149,47,0,5,153,2,2.06E-65,215
LJ00_RS31260,MSMEG_6389,Rv3795,embB,0.684,1082,337,0,5,1070,17,0,1554
LJ00_RS01440,MSMEG_0289,Rv0220,lipC,0.683,404,127,0,1,404,1,6.30E-191,591
LJ00_RS25010,MSMEG_5117,Rv1188,NA,0.683,319,100,0,2,317,3,1.39E-138,435
LJ00_RS11910,MSMEG_2424,Rv2921c,ftsY,0.683,489,133,0,8,496,4,1.13E-202,630
LJ00_RS11810,MSMEG_2404,Rv2972c,NA,0.683,237,74,0,1,234,1,5.19E-109,345
LJ00_RS31130,MSMEG_6362,Rv3777,NA,0.683,325,102,0,1,323,4,9.66E-147,459
LJ00_RS31255,MSMEG_6388,Rv3794,embA,0.683,1084,340,0,6,1080,11,0,1548
LJ00_RS11955,MSMEG_2433,Rv2911,dacB2,0.683,275,87,0,22,296,17,2.12E-123,390
LJ00_RS09545,MSMEG_1934,Rv3208A,TB9.4,0.683,79,25,0,1,79,1,3.04E-32,115
LJ00_RS31650,MSMEG_6468,Rv0142,NA,0.682,299,94,0,4,299,10,1.99E-134,422
LJ00_RS26810,MSMEG_5486,Rv0983,pepD,0.682,446,141,0,1,444,19,4.33E-179,559
LJ00_RS25775,MSMEG_5272,Rv1075c,NA,0.682,302,94,0,6,303,2,9.87E-125,395
LJ00_RS17955,MSMEG_3652,Rv1822,pgsA2,0.682,189,59,0,20,208,7,2.74E-86,278
LJ00_RS17815,MSMEG_3624,Rv1851,ureF,0.682,211,67,0,1,211,1,1.64E-93,299
LJ00_RS25625,MSMEG_5241,Rv2027c,dosT,0.682,558,175,0,18,569,15,1.56E-245,758
LJ00_RS29700,MSMEG_6071,Rv3577,NA,0.682,287,91,0,20,306,2,1.33E-137,432
LJ00_RS25890,MSMEG_5297,Rv0118c,oxcA,0.681,578,179,0,2,564,3,1.28E-256,790
